player_name,mlbam_id,launch_speed,launch_angle
"Arraez, Luis",650333,78.3,8.0
"Arraez, Luis",650333,93.9,0.0
"Arraez, Luis",650333,87.2,13.0
"Arraez, Luis",650333,91.5,-3.0
"Arraez, Luis",650333,97.3,15.0
"Arraez, Luis",650333,79.8,19.0
"Arraez, Luis",650333,89.7,22.0
"Arraez, Luis",650333,89.0,19.0
"Arraez, Luis",650333,94.9,15.0
"Arraez, Luis",650333,91.7,23.0
"Arraez, Luis",650333,97.4,21.0
"Arraez, Luis",650333,75.4,22.0
"Arraez, Luis",650333,74.1,19.0
"Arraez, Luis",650333,98.0,15.0
"Arraez, Luis",650333,97.8,6.0
"Arraez, Luis",650333,94.1,16.0
"Arraez, Luis",650333,55.5,24.0
"Arraez, Luis",650333,83.0,16.0
"Arraez, Luis",650333,93.0,-1.0
"Arraez, Luis",650333,91.5,0.0
"Arraez, Luis",650333,90.0,14.0
"Arraez, Luis",650333,94.0,12.0
"Arraez, Luis",650333,99.9,14.0
"Arraez, Luis",650333,86.0,14.0
"Arraez, Luis",650333,73.6,36.0
"Arraez, Luis",650333,73.5,16.0
"Arraez, Luis",650333,61.8,30.0
"Arraez, Luis",650333,91.2,0.0
"Arraez, Luis",650333,94.8,15.0
"Arraez, Luis",650333,89.7,25.0
"Arraez, Luis",650333,97.9,13.0
"Arraez, Luis",650333,94.1,19.0
"Guerrero Jr., Vladimir",665489,97.7,3.0
"Guerrero Jr., Vladimir",665489,108.0,10.0
"Guerrero Jr., Vladimir",665489,103.1,34.0
"Guerrero Jr., Vladimir",665489,74.5,45.0
"Guerrero Jr., Vladimir",665489,103.9,21.0
"Guerrero Jr., Vladimir",665489,88.1,1.0
"Guerrero Jr., Vladimir",665489,109.1,10.0
"Guerrero Jr., Vladimir",665489,91.9,14.0
"Guerrero Jr., Vladimir",665489,87.4,17.0
"Guerrero Jr., Vladimir",665489,97.3,11.0
"Guerrero Jr., Vladimir",665489,93.2,14.0
"Guerrero Jr., Vladimir",665489,102.6,15.0
"Guerrero Jr., Vladimir",665489,104.5,-1.0
"Guerrero Jr., Vladimir",665489,79.4,27.0
"Guerrero Jr., Vladimir",665489,81.3,27.0
"Guerrero Jr., Vladimir",665489,90.4,20.0
"Guerrero Jr., Vladimir",665489,112.3,3.0
"Guerrero Jr., Vladimir",665489,104.3,20.0
"Guerrero Jr., Vladimir",665489,106.7,10.0
"Guerrero Jr., Vladimir",665489,93.0,12.0
"Guerrero Jr., Vladimir",665489,67.5,29.0
"Guerrero Jr., Vladimir",665489,112.9,0.0
"Guerrero Jr., Vladimir",665489,98.3,15.0
"Guerrero Jr., Vladimir",665489,97.0,-18.0
"Guerrero Jr., Vladimir",665489,116.9,11.0
"Guerrero Jr., Vladimir",665489,100.8,-10.0
"Guerrero Jr., Vladimir",665489,82.4,16.0
"Guerrero Jr., Vladimir",665489,89.4,-2.0
"Guerrero Jr., Vladimir",665489,100.4,4.0
"Guerrero Jr., Vladimir",665489,107.8,22.0
"Guerrero Jr., Vladimir",665489,78.8,13.0
"Guerrero Jr., Vladimir",665489,103.2,-20.0
"Guerrero Jr., Vladimir",665489,112.2,10.0
"Guerrero Jr., Vladimir",665489,101.1,8.0
"Guerrero Jr., Vladimir",665489,112.3,6.0
"Guerrero Jr., Vladimir",665489,112.1,8.0
"Guerrero Jr., Vladimir",665489,97.6,21.0
"Guerrero Jr., Vladimir",665489,77.5,35.0
"Guerrero Jr., Vladimir",665489,82.8,-9.0
"Guerrero Jr., Vladimir",665489,100.5,6.0
"Guerrero Jr., Vladimir",665489,113.5,-8.0
"Guerrero Jr., Vladimir",665489,80.9,0.0
"Guerrero Jr., Vladimir",665489,110.6,6.0
"Guerrero Jr., Vladimir",665489,101.6,-14.0
"Guerrero Jr., Vladimir",665489,89.2,4.0
"Guerrero Jr., Vladimir",665489,112.7,16.0
"Guerrero Jr., Vladimir",665489,75.2,8.0
"Guerrero Jr., Vladimir",665489,76.5,22.0
"Guerrero Jr., Vladimir",665489,103.0,5.0
"Guerrero Jr., Vladimir",665489,79.6,18.0
"Guerrero Jr., Vladimir",665489,104.1,24.0
"Guerrero Jr., Vladimir",665489,99.0,23.0
"Guerrero Jr., Vladimir",665489,89.7,5.0
"Guerrero Jr., Vladimir",665489,74.5,21.0
"Guerrero Jr., Vladimir",665489,106.7,12.0
"Guerrero Jr., Vladimir",665489,96.0,9.0
"Guerrero Jr., Vladimir",665489,87.8,21.0
"Guerrero Jr., Vladimir",665489,93.3,19.0
"Guerrero Jr., Vladimir",665489,110.7,-5.0
"Guerrero Jr., Vladimir",665489,101.0,0.0
"Guerrero Jr., Vladimir",665489,85.3,19.0
"Guerrero Jr., Vladimir",665489,105.2,12.0
"Guerrero Jr., Vladimir",665489,85.6,4.0
"Guerrero Jr., Vladimir",665489,101.2,13.0
"Guerrero Jr., Vladimir",665489,104.0,21.0
"Guerrero Jr., Vladimir",665489,115.1,12.0
"Guerrero Jr., Vladimir",665489,105.9,-1.0
"Guerrero Jr., Vladimir",665489,99.5,22.0
"Guerrero Jr., Vladimir",665489,110.0,-27.0
"Guerrero Jr., Vladimir",665489,78.8,1.0
"Guerrero Jr., Vladimir",665489,76.9,-35.0
"Guerrero Jr., Vladimir",665489,105.0,11.0
"Guerrero Jr., Vladimir",665489,79.1,23.0
"Guerrero Jr., Vladimir",665489,95.7,-6.0
"Guerrero Jr., Vladimir",665489,77.3,28.0
"Guerrero Jr., Vladimir",665489,81.8,9.0
"Guerrero Jr., Vladimir",665489,101.4,20.0
"Guerrero Jr., Vladimir",665489,87.8,9.0
"Guerrero Jr., Vladimir",665489,106.5,29.0
"Guerrero Jr., Vladimir",665489,99.7,1.0
"Guerrero Jr., Vladimir",665489,74.8,19.0
"Guerrero Jr., Vladimir",665489,75.5,45.0
"Guerrero Jr., Vladimir",665489,107.6,5.0
"Guerrero Jr., Vladimir",665489,85.9,5.0
"Guerrero Jr., Vladimir",665489,98.6,17.0
"Guerrero Jr., Vladimir",665489,104.2,-22.0
"Guerrero Jr., Vladimir",665489,96.8,-6.0
"Guerrero Jr., Vladimir",665489,85.1,-11.0
"Guerrero Jr., Vladimir",665489,76.2,11.0
"Guerrero Jr., Vladimir",665489,64.9,15.0
"Guerrero Jr., Vladimir",665489,104.7,8.0
"Guerrero Jr., Vladimir",665489,111.0,19.0
"Guerrero Jr., Vladimir",665489,101.9,-30.0
"Guerrero Jr., Vladimir",665489,111.6,20.0
"Guerrero Jr., Vladimir",665489,106.1,-16.0
"Guerrero Jr., Vladimir",665489,112.5,8.0
"Guerrero Jr., Vladimir",665489,74.7,13.0
"Guerrero Jr., Vladimir",665489,112.2,10.0
